symbol,log2FoldChange,padj,A_Sham_4,A_Sham_5,A_Sham_6,A_svd_4,A_svd_5,A_svd_6
Mcm7,0.702,0.154,5.553,0.425,5.784,7.894,5.755,8.510
Mcm8,1.021,0.079,0.000,0.000,0.183,0.292,1.278,1.868
Mcm9,0.205,0.610,2.917,0.000,1.608,2.206,2.599,1.281
Mcmbp,-0.141,0.214,13.576,13.681,9.878,11.259,10.556,9.239
Mcmdc2,0.457,0.164,1.259,1.131,0.109,2.139,1.009,1.782
Mcoln1,-0.129,0.151,33.835,29.551,33.818,24.943,29.092,29.454
Mcoln2,0.506,0.306,0.000,0.000,0.000,0.000,0.152,1.365
Mcoln3,-0.060,0.789,0.634,0.000,0.000,0.000,0.417,0.000
Mcph1,-0.219,0.585,0.296,3.079,0.619,0.632,1.009,0.748
Mcpt1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mcpt2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mcpt4,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mcpt8,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mcpt9,0.014,0.374,0.000,0.000,0.000,0.000,0.000,0.041
Mcpt-ps1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mcrs1,-0.208,0.166,27.637,36.219,31.076,17.711,26.755,29.134
Mctp1,-0.031,0.941,3.281,8.922,1.638,4.326,5.144,3.540
Mctp2,0.104,0.413,0.359,0.000,0.000,0.266,0.149,0.289
Mcts1,1.086,0.091,8.628,4.724,1.515,13.999,7.314,12.484
Mcts2,-0.107,0.846,4.535,14.588,2.602,8.512,8.329,1.744
Mcu,0.080,0.787,1.891,2.735,5.067,2.964,4.803,2.862
Mcur1,0.084,0.421,11.131,9.190,7.917,9.901,9.854,10.749
Mdc1,0.006,0.966,4.483,4.234,4.584,5.438,4.679,3.132
Mdfi,0.603,0.087,0.524,2.067,3.026,3.870,3.551,3.280
Mdfic,-0.079,0.713,12.333,12.576,6.684,9.731,11.721,6.976
Mdga1,0.066,0.741,3.170,4.485,1.760,3.790,3.277,2.991
Mdga2,-0.074,0.571,3.417,3.980,2.989,4.036,2.628,2.604
Mdh1,-0.257,0.283,130.454,201.567,96.550,92.621,123.234,95.691
Mdh1b,0.714,0.019,0.000,0.000,0.000,0.741,0.371,1.024
Mdh2,-0.328,0.002,152.436,168.016,172.868,102.322,114.950,109.579
Mdk,-0.208,0.290,39.434,67.920,71.167,48.378,48.571,42.152
Mdm1,0.285,0.141,1.640,1.179,0.642,1.736,1.442,2.056
Mdm2,0.118,0.421,11.144,10.709,10.455,13.695,13.307,9.054
Mdm4,0.241,0.415,7.403,3.698,3.708,7.423,6.994,4.487
Mdn1,0.213,0.493,2.934,1.042,3.023,4.211,2.841,2.025
Mdp1,0.516,0.170,11.739,5.782,6.131,15.773,9.377,11.919
Me1,0.153,0.436,8.634,5.986,4.802,8.268,8.073,6.252
Me2,0.010,0.967,13.018,12.996,7.088,7.150,12.940,12.886
Me3,-0.159,0.348,4.345,7.765,6.659,4.309,6.063,4.722
Mea1,-0.181,0.434,47.504,56.534,87.902,47.042,49.581,58.926
Meaf6,0.267,0.360,14.854,8.817,5.614,13.048,12.794,11.595
Mecom,0.161,0.476,23.526,12.094,15.568,21.674,19.797,17.983
Mecp2,-0.150,0.054,9.891,8.784,9.061,7.002,8.255,7.633
Mecr,0.288,0.635,7.736,19.787,0.110,12.487,9.625,13.299
Med1,0.140,0.497,5.716,8.324,4.379,8.683,6.162,6.233
Med10,0.244,0.428,15.912,21.000,14.447,14.722,18.572,30.422
Med11,-0.114,0.749,8.087,12.480,23.479,16.044,8.711,13.643
Med12,-0.107,0.708,6.011,5.121,12.053,6.408,7.211,6.668
Med12l,-0.040,0.659,1.171,1.636,0.914,1.093,1.122,1.184
Med13,0.081,0.690,9.798,10.681,4.823,9.795,8.497,8.844
Med13l,0.077,0.732,8.689,5.957,12.718,9.923,10.316,9.315
Med14,-0.027,0.870,6.051,5.378,3.289,4.139,5.574,4.330
Med15,-0.173,0.475,19.932,14.229,28.777,20.123,15.731,15.388
Med16,-0.310,0.048,24.254,36.388,30.761,17.623,20.841,22.874
Med17,-0.040,0.711,4.379,4.291,4.105,4.178,4.783,3.039
Med18,0.466,0.008,0.295,0.364,0.642,0.948,1.185,1.147
Med19,0.389,0.139,8.621,11.076,5.321,14.195,10.639,10.493
Med20,0.516,0.240,7.716,1.236,10.297,10.439,9.876,10.441
Med21,0.716,0.049,9.905,19.344,7.579,20.057,21.372,22.625
Med22,-0.262,0.149,20.129,19.454,26.222,11.319,18.811,17.251
Med23,-0.034,0.841,7.942,6.729,4.230,5.828,6.804,5.283
Med24,-0.150,0.284,17.939,15.565,17.907,11.170,17.785,13.854
Med25,-0.178,0.456,24.773,26.864,44.431,21.965,25.360,30.592
Med26,0.736,0.148,4.695,0.608,2.456,4.561,6.903,4.170
Med27,0.301,0.451,12.980,2.633,7.528,11.193,8.802,10.900
Med28,0.043,0.677,14.659,12.279,13.929,16.091,12.882,13.338
Med29,0.391,0.393,5.949,2.587,10.687,9.741,5.982,12.153
Med30,-0.119,0.706,18.163,14.491,8.706,9.077,7.896,18.646
Med31,-0.236,0.129,5.527,7.665,8.948,5.156,5.412,5.455
Med4,0.619,0.201,7.809,13.395,9.266,11.085,14.238,25.125
Med6,0.955,0.142,8.122,0.342,9.045,10.592,9.726,16.918
Med7,0.474,0.184,5.792,5.477,1.464,7.345,5.157,7.348
Med8,-0.177,0.336,15.256,15.758,8.332,10.007,11.246,10.112
Med9,-0.059,0.771,17.280,10.288,11.657,9.339,14.404,12.651
Med9os,0.563,0.509,0.000,0.000,1.006,0.000,3.053,0.227
Medag,0.429,0.341,8.789,3.922,4.168,6.789,5.891,12.531
Mef2a,0.081,0.574,25.458,23.381,16.102,25.575,22.798,21.144
Mef2b,-0.273,0.495,0.000,0.120,1.715,0.000,0.000,0.523
Mef2c,-0.112,0.648,30.187,36.952,15.419,19.989,23.072,28.664
Mef2d,-0.265,0.302,20.476,16.806,33.420,18.730,15.853,16.315
Mefv,0.084,0.243,0.000,0.000,0.000,0.000,0.048,0.203
Meg3,0.202,0.426,226.704,127.151,278.605,253.516,237.082,267.905
Megf10,-0.094,0.777,2.275,5.669,1.289,2.621,2.654,2.630
Megf11,0.003,0.991,1.408,3.913,2.820,3.435,3.094,1.511
Megf6,0.031,0.857,5.794,7.496,9.601,8.754,6.431,8.261
Megf8,0.196,0.454,15.247,16.205,29.129,23.873,26.919,21.778
Megf9,-0.323,0.048,14.914,13.959,18.457,12.043,10.112,8.606
Mei1,0.103,0.609,0.161,0.000,0.599,0.221,0.257,0.678
Mei4,0.077,0.109,0.030,0.046,0.000,0.033,0.122,0.154
Meig1,-0.263,0.461,2.064,0.000,1.273,1.114,0.562,0.000
Meikin,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Meiob,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Meis1,0.205,0.256,0.637,1.011,0.206,1.007,1.086,0.703
Meis2,-0.125,0.717,6.666,8.183,1.373,4.956,4.946,3.631
Meis3,-0.222,0.177,11.927,7.640,11.668,7.784,7.665,8.001
Melk,0.096,0.654,0.835,0.000,0.261,0.481,0.308,0.704
Memo1,0.572,0.160,13.677,6.960,4.503,11.139,16.020,13.619
Men1,-0.151,0.138,33.777,34.730,41.559,29.510,30.159,32.472
Meox1,2.569,0.185,2.646,4.720,0.828,12.628,1.739,21.842
Meox2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mep1a,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mep1b,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mepce,-0.297,0.035,21.587,26.121,18.063,13.064,14.951,16.657
Mepe,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mertk,0.103,0.786,11.711,3.277,15.275,14.018,9.618,10.034
Mesdc1,-0.153,0.696,13.687,8.745,29.676,11.949,16.201,15.476
Mesdc2,0.016,0.914,18.146,17.177,25.298,19.305,22.133,19.738
Mesp1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mesp2,0.361,0.216,0.151,0.000,0.330,0.054,0.926,0.763
Mest,-0.236,0.510,14.258,10.243,5.408,10.284,9.178,2.333
Met,0.068,0.759,0.594,0.980,0.304,0.159,1.025,0.990
Metap1,-0.103,0.583,11.236,6.177,11.108,8.410,8.349,8.361
Metap1d,-0.226,0.255,5.838,11.419,8.344,7.500,5.701,5.644
Metap2,0.170,0.278,23.231,15.518,16.231,21.945,21.139,21.107
Methig1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Metrn,-0.457,0.051,62.525,105.029,101.439,58.705,49.332,34.624
Metrnl,0.050,0.838,6.606,4.346,9.766,8.424,6.956,6.390
Mettl1,-0.594,0.051,12.165,8.076,5.358,1.773,3.392,3.340
Mettl10,0.087,0.685,4.964,8.276,4.067,5.013,6.338,7.413
Mettl11b,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mettl13,0.169,0.693,2.489,0.000,4.079,2.158,2.505,3.578
Mettl14,-0.060,0.696,8.406,10.315,5.570,8.069,7.396,6.824
Mettl15,-0.073,0.822,1.597,0.079,2.520,1.048,1.323,1.306
Mettl16,0.330,0.349,9.963,6.337,9.665,15.986,12.414,6.835
Mettl17,-0.216,0.370,8.630,5.674,4.527,2.951,6.199,4.815
Mettl18,-0.360,0.511,2.561,9.985,0.998,1.855,2.006,3.516
Mettl2,0.416,0.261,5.366,2.915,4.227,3.891,6.001,8.939
Mettl20,0.471,0.339,2.560,0.000,1.528,3.292,3.074,1.083
Mettl21a,-0.057,0.734,5.864,5.448,3.340,3.741,5.518,4.205
Mettl21b,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mettl21c,0.327,0.130,0.000,0.000,0.000,0.000,0.397,0.584
Mettl21e,0.009,0.674,0.000,0.000,0.043,0.000,0.023,0.049
Mettl22,-0.246,0.661,2.973,15.232,2.355,5.288,4.161,4.905
Mettl23,-0.262,0.440,24.284,25.517,7.380,9.255,14.433,17.000
Mettl24,0.099,0.808,1.835,0.000,0.000,0.632,0.791,0.887
Mettl25,-0.197,0.527,4.973,1.964,2.497,1.318,3.648,1.961
Mettl3,0.075,0.805,5.743,1.984,7.428,5.021,5.223,6.229
Mettl4,0.225,0.321,2.278,2.740,1.147,3.442,2.615,2.038
Mettl5,-0.387,0.339,8.808,15.376,3.246,7.406,4.899,2.973
Mettl6,0.052,0.814,7.407,4.086,3.806,5.033,4.798,6.262
Mettl7a1,-0.284,0.208,31.155,29.142,47.456,23.054,30.913,21.832
Mettl7a2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mettl7a3,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mettl7b,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mettl8,-0.202,0.602,2.249,8.486,2.724,2.894,2.866,4.145
Mettl9,-0.201,0.427,43.684,61.895,25.002,30.001,34.865,36.980
Mex3a,0.184,0.269,0.953,0.520,0.386,1.152,0.936,0.632
Mex3b,0.055,0.722,2.980,3.956,1.832,3.012,3.164,3.086
Mex3c,0.583,0.266,11.653,2.352,4.185,12.167,7.577,10.644
Mex3d,-0.227,0.379,6.011,12.359,10.616,6.274,4.810,10.337
Mfap1a,0.082,0.646,10.852,6.587,7.099,9.577,9.203,7.764
Mfap1b,-0.090,0.761,2.685,3.971,0.980,2.598,1.161,2.793
Mfap2,-0.537,0.208,7.916,14.004,28.657,8.106,6.396,7.181
Mfap3,0.335,0.061,7.869,5.392,5.573,7.804,8.814,9.270
Mfap3l,0.048,0.897,5.745,3.972,1.012,5.294,2.648,3.267
Mfap4,-0.248,0.284,5.373,9.863,10.257,6.399,7.737,4.042
Mfap5,-0.498,0.149,0.792,3.800,2.020,0.000,0.869,0.914
Mff,0.101,0.622,40.490,47.497,22.486,43.135,38.390,38.299
Mfge8,-0.180,0.372,185.604,192.966,297.557,183.083,199.931,166.712
Mfhas1,0.437,0.140,8.799,5.433,7.896,14.091,9.999,8.754
Mfi2,-0.153,0.429,0.775,0.807,0.000,0.332,0.337,0.187
Mfn1,0.235,0.211,13.879,10.249,10.261,15.992,15.373,11.366
Mfn2,-0.144,0.151,31.667,39.346,41.551,31.171,32.491,31.224
Mfng,0.186,0.491,28.518,14.772,29.816,32.311,22.001,32.584
Mfsd1,0.070,0.676,24.992,19.836,14.890,19.081,20.135,24.139
Mfsd10,-0.225,0.428,15.257,28.603,21.742,10.664,13.198,25.619
Mfsd11,0.131,0.131,11.575,13.521,12.163,14.686,14.930,12.401
Mfsd12,-0.348,0.622,5.509,0.716,19.472,3.292,10.344,2.158
Mfsd2a,0.133,0.615,26.980,32.949,52.377,51.397,37.082,38.233
Mfsd2b,-0.286,0.578,0.000,0.000,2.606,0.159,0.310,0.553
Mfsd3,0.094,0.792,3.760,2.170,0.747,1.231,3.158,3.102
Mfsd4,0.056,0.725,6.980,9.613,11.703,8.744,10.470,10.522
Mfsd5,-0.199,0.313,34.511,57.130,31.893,32.248,30.266,34.154
Mfsd6,0.499,0.098,8.577,13.121,7.010,17.820,14.191,11.754
Mfsd6l,0.168,0.374,0.000,0.000,0.000,0.501,0.000,0.000
Mfsd7a,-0.257,0.272,1.019,0.577,0.000,0.000,0.302,0.096
Mfsd7b,-0.066,0.828,3.115,4.865,0.953,2.755,2.007,3.214
Mfsd7c,0.264,0.090,19.173,19.130,17.031,26.026,18.918,24.972
Mfsd8,0.190,0.424,4.705,2.607,3.601,5.914,3.987,3.533
Mfsd9,0.050,0.799,2.213,1.528,1.095,2.335,1.134,1.694
Mga,0.420,0.117,4.602,2.343,3.059,4.700,6.263,4.378
Mgam,0.027,0.374,0.000,0.000,0.000,0.000,0.000,0.082
Mgarp,0.023,0.374,0.000,0.000,0.000,0.000,0.068,0.000
Mgat1,-0.194,0.077,44.159,42.319,47.016,31.977,32.423,41.518
Mgat2,-0.023,0.858,31.224,38.221,33.860,35.908,25.303,38.359
Mgat3,0.045,0.676,21.658,26.830,30.105,25.728,27.605,28.038
Mgat4a,0.303,0.346,5.721,2.380,2.065,4.711,4.006,5.302
Mgat4b,-0.078,0.094,48.497,54.575,49.547,44.112,45.196,49.441
Mgat4c,0.195,0.426,1.219,2.435,0.549,1.660,1.929,1.913
Mgat4d,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mgat4e,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mgat5,0.023,0.929,3.270,3.975,7.363,4.394,4.538,5.975
Mgat5b,-0.067,0.619,6.533,9.130,9.844,7.831,8.728,6.779
Mgea5,0.408,0.147,23.026,13.012,14.817,25.616,27.280,19.257
Mgl2,1.421,0.102,0.000,2.296,0.327,1.521,3.788,5.077
Mgll,-0.002,0.977,26.664,28.541,22.595,25.001,27.831,23.791
Mgme1,0.028,0.947,2.872,0.000,4.648,2.863,2.832,2.168
Mgmt,-0.360,0.421,4.781,17.142,9.754,0.151,8.800,9.935
Mgp,-0.266,0.343,728.631,706.264,1319.610,523.568,776.056,712.262
Mgrn1,-0.134,0.300,41.405,34.757,47.496,33.790,32.985,39.036
Mgst1,-0.010,0.963,28.708,43.305,19.048,29.866,30.470,28.074
Mgst2,0.175,0.714,2.235,0.000,0.000,1.452,0.735,0.957
Mgst3,-0.249,0.329,24.799,43.552,28.804,14.705,33.429,22.913
Mhrt,0.864,0.374,0.000,0.000,0.000,0.000,0.000,2.595
Mia,0.068,0.913,12.789,1.192,5.506,1.540,10.531,8.934
Mia2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mia3,0.067,0.478,22.097,26.057,19.774,26.121,24.126,21.399
Miat,0.313,0.404,16.615,6.981,25.497,18.781,24.804,21.769
Mib1,0.040,0.848,13.966,8.952,17.982,14.099,13.614,14.707
Mib2,0.017,0.951,22.544,14.571,35.458,23.601,26.963,23.053
Mical1,0.127,0.752,16.153,4.372,11.262,7.671,11.817,16.603
Mical2,0.082,0.741,11.402,14.152,20.480,15.779,21.149,12.708
Mical3,0.102,0.674,10.770,7.057,15.109,13.738,12.162,10.499
Micalcl,-0.314,0.438,1.269,3.033,0.000,0.551,0.318,1.072
Micall1,0.201,0.185,3.810,4.381,5.457,6.391,4.865,5.575
Micall2,0.675,0.225,5.455,0.000,2.283,4.648,4.188,6.215
Micu1,-0.063,0.489,25.349,31.136,24.570,24.749,21.970,28.025
Micu2,0.183,0.575,30.384,13.021,12.875,21.602,22.770,22.178
Micu3,-0.298,0.380,6.729,8.428,1.771,2.550,3.863,4.361
Mid1,0.142,0.424,11.128,8.569,14.512,12.848,12.325,14.055
Mid1ip1,0.155,0.425,50.436,59.988,74.785,55.949,82.511,74.067
Mid2,0.050,0.888,4.268,2.744,0.468,3.338,2.472,2.069
Midn,0.350,0.073,21.793,20.442,21.630,27.826,23.876,34.666
Mief1,0.087,0.520,3.655,3.349,4.749,4.325,4.888,3.699
Mief2,0.415,0.222,7.203,2.122,4.012,7.184,6.794,6.019
Mien1,0.025,0.937,36.478,94.798,47.294,70.748,57.365,51.142
Mier1,0.359,0.131,19.352,14.607,11.052,23.757,17.548,20.182
Mier2,0.156,0.557,3.909,9.242,8.817,9.587,9.633,6.291
Mier3,0.553,0.218,4.273,3.119,0.295,5.738,3.839,3.791
Mif,-0.335,0.112,171.083,291.800,294.550,177.798,143.467,175.199
Mif4gd,-0.184,0.049,28.552,32.851,34.627,24.964,27.483,24.544
Miip,0.646,0.414,1.350,0.665,13.422,10.641,6.852,9.999
Mill1,-0.042,0.127,0.076,0.058,0.000,0.000,0.000,0.000
Mill2,-0.250,0.365,17.008,8.140,9.589,5.986,9.972,9.148
Milr1,-0.032,0.944,2.231,0.109,0.000,0.300,0.788,1.066
Mina,-0.250,0.407,4.022,5.346,1.738,0.957,2.975,3.512
Mink1,-0.020,0.901,43.408,40.268,59.842,42.451,51.356,45.765
Minos1,0.049,0.693,18.022,26.409,20.847,23.398,24.560,19.675
Minpp1,-0.045,0.744,18.365,12.266,15.102,13.136,15.607,14.443
Mios,-0.059,0.628,5.345,6.008,4.311,3.800,5.767,4.803
Miox,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mip,0.088,0.374,0.000,0.000,0.000,0.000,0.000,0.265
Mipep,-0.188,0.253,9.793,6.766,8.986,6.380,8.254,5.369
Mipol1,0.875,0.123,2.778,2.262,0.000,2.531,3.866,5.468
Mir124a-1hg,0.438,0.336,12.958,3.618,21.247,18.797,21.069,15.907
Mir143hg,-0.274,0.185,0.828,0.000,0.378,0.000,0.061,0.000
Mir155hg,-0.127,0.709,1.147,0.000,0.000,0.000,0.000,0.625
Mir17hg,0.077,0.374,0.000,0.000,0.000,0.000,0.229,0.000
Mir22hg,0.373,0.126,4.561,2.572,3.766,6.493,4.378,5.079
Mir99ahg,-0.166,0.703,5.225,7.868,0.460,2.872,2.812,4.883
Mira,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mirc35hg,0.217,0.243,0.000,0.000,0.000,0.531,0.057,0.060
Mirg,0.358,0.580,8.320,0.000,19.293,9.521,17.369,12.016
Mis12,0.345,0.401,6.586,2.383,1.732,5.229,6.145,3.898
Mis18a,0.512,0.310,1.425,1.480,6.633,6.200,5.168,4.561
Mis18bp1,0.103,0.060,0.000,0.000,0.000,0.024,0.128,0.154
Misp,0.114,0.705,0.782,0.000,0.000,0.000,0.815,0.396
Mitd1,0.400,0.240,4.401,1.322,4.045,5.358,5.869,3.586
Mitf,-0.254,0.609,1.653,7.905,1.528,2.739,3.398,1.175
Mixl1,0.001,0.946,0.000,0.000,0.031,0.000,0.000,0.035
Mki67,0.536,0.087,0.088,0.333,0.345,1.366,0.394,0.996
Mkks,0.068,0.673,5.495,4.478,6.264,4.729,7.190,5.472
Mkl1,-0.068,0.708,9.035,10.405,14.763,9.051,10.003,12.344
Mkl2,-0.116,0.499,21.201,28.824,15.215,18.793,19.197,18.377
Mkln1,0.150,0.469,8.300,14.044,7.047,11.441,11.944,10.259
Mkln1os,0.067,0.856,0.456,1.624,0.000,1.103,0.092,1.162
Mknk1,0.310,0.115,12.386,8.501,8.508,14.837,12.390,11.806
Mknk2,-0.289,0.156,35.404,35.331,53.643,25.606,33.049,28.198
Mkrn1,-0.011,0.857,39.289,35.144,38.291,36.093,38.774,35.502
Mkrn2,-0.044,0.648,12.596,9.682,11.515,9.825,11.264,10.786
Mkrn2os,0.178,0.043,0.000,0.000,0.000,0.199,0.269,0.063
Mkrn3,0.688,0.086,0.000,0.000,0.000,0.476,0.297,1.285
Mks1,-0.063,0.886,2.132,0.000,3.969,0.990,2.000,2.583
Mkx,-0.243,0.343,4.877,3.845,1.852,1.335,2.997,2.842
Mlana,-0.174,0.664,1.655,0.000,0.000,0.000,0.276,0.572
Mlc1,0.002,0.991,31.831,36.642,22.035,28.239,33.390,27.648
Mlec,0.042,0.817,24.264,16.684,28.473,24.691,26.075,21.247
Mlf1,-0.586,0.218,3.422,8.356,1.212,1.429,2.073,0.000
Mlf2,-0.078,0.643,142.966,174.822,220.109,148.325,150.149,192.820
Mlh1,0.257,0.374,3.233,0.943,2.092,3.109,3.405,2.086
Mlh3,-0.068,0.757,6.226,4.819,2.601,5.024,3.759,3.550
Mlip,-0.016,0.974,1.616,0.000,3.033,2.190,0.137,2.234
Mlkl,0.742,0.075,1.740,1.432,0.084,3.292,2.563,1.913
Mllt1,-0.169,0.575,15.333,12.626,29.466,16.992,15.251,14.790
Mllt10,0.094,0.609,5.802,4.839,5.350,7.439,6.110,4.035
Mllt11,0.060,0.630,10.202,14.386,14.408,12.002,14.992,14.051
Mllt3,0.176,0.342,7.265,6.298,3.679,7.127,7.251,6.137
Mllt4,0.147,0.353,29.631,19.372,23.344,25.222,29.870,27.592
Mllt6,-0.014,0.940,30.347,26.681,44.588,30.307,34.457,34.738
Mlph,0.210,0.537,2.278,0.278,3.204,2.217,2.455,2.933
Mlst8,-0.430,0.291,2.968,12.592,5.805,2.084,5.028,3.539
Mlx,-0.088,0.726,16.100,15.302,12.044,18.773,12.956,7.094
Mlxip,-0.017,0.954,2.450,0.964,4.035,2.842,2.380,2.027
Mlxipl,-0.094,0.677,0.884,0.000,0.376,0.000,0.505,0.362
Mlycd,-0.116,0.791,7.564,8.933,25.040,12.661,14.858,8.716
Mmaa,0.330,0.441,4.779,1.508,8.170,4.653,7.601,7.957
Mmab,-0.122,0.197,3.282,3.192,3.867,2.407,3.103,3.113
Mmachc,-0.265,0.139,9.012,8.128,5.225,4.151,5.335,5.958
Mmadhc,0.101,0.607,18.334,15.021,11.263,15.514,20.123,13.188
Mmd,0.206,0.097,29.096,26.269,20.838,32.335,29.120,29.946
Mmd2,0.141,0.334,23.365,35.558,29.557,37.034,33.604,29.310
Mme,-0.070,0.692,0.789,1.886,0.932,0.725,1.323,1.037
Mmel1,-0.314,0.382,0.000,0.000,1.391,0.000,0.025,0.000
Mmgt1,0.072,0.844,8.052,15.050,3.144,10.236,8.842,8.646
Mmgt2,0.077,0.753,9.988,6.927,6.914,5.099,10.346,10.194
Mmp10,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mmp11,1.071,0.052,1.752,2.619,3.620,7.455,3.947,8.176
Mmp12,0.065,0.046,0.000,0.000,0.000,0.109,0.041,0.043
Mmp13,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mmp14,0.107,0.374,36.268,42.693,49.680,49.567,43.294,48.361
Mmp15,0.072,0.655,20.610,24.337,18.455,27.755,21.772,17.671
Mmp16,-0.055,0.800,3.086,3.924,1.323,2.893,2.117,2.569
Mmp17,-0.059,0.578,32.499,47.211,42.334,38.878,36.047,38.283
Mmp19,0.591,0.157,1.870,1.466,1.304,2.727,1.724,4.615
Mmp1a,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mmp1b,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mmp2,-0.090,0.597,7.206,5.934,5.136,3.640,5.646,6.884
Mmp20,0.010,0.374,0.000,0.000,0.000,0.030,0.000,0.000
Mmp21,-0.516,0.395,0.000,3.638,0.000,0.000,0.169,0.000
Mmp23,-0.243,0.499,10.516,3.176,10.525,6.356,2.954,8.245
Mmp24,-0.235,0.523,1.677,3.414,7.255,3.153,3.106,2.417
Mmp25,0.139,0.485,1.949,1.504,2.427,3.082,1.582,2.386
Mmp27,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mmp28,-0.356,0.227,13.430,11.941,24.859,8.578,11.750,10.779
Mmp3,1.213,0.131,0.000,0.000,0.000,2.157,0.000,1.473
Mmp7,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Mmp8,0.180,0.381,0.155,0.000,0.114,0.662,0.031,0.163
Mmp9,0.709,0.026,0.322,0.000,0.152,0.564,1.313,1.063
Mmrn1,0.033,0.746,0.354,0.298,0.279,0.168,0.298,0.580
Mmrn2,0.189,0.364,79.511,48.258,73.325,72.840,71.799,93.661
Mms19,-0.133,0.424,11.569,6.817,10.674,8.310,8.272,8.022
Mms22l,-0.236,0.337,0.327,0.000,1.037,0.022,0.098,0.224
Mn1,0.210,0.486,2.543,0.600,1.267,2.575,1.397,1.958
Mnat1,0.157,0.594,5.215,6.066,4.904,4.933,4.300,9.734
Mnd1,-0.093,0.811,1.550,0.000,1.251,0.000,0.524,1.757
Mnd1-ps,0.101,0.439,0.000,0.052,0.000,0.000,0.352,0.000
Mnda,0.827,0.267,0.000,0.000,0.441,0.353,0.398,2.549
Mndal,0.310,0.384,2.601,3.059,0.335,3.440,3.234,1.940
Mns1,-0.413,0.027,2.276,1.419,2.331,0.987,0.827,0.458
Mnt,0.425,0.192,10.726,3.855,8.339,13.245,10.289,10.218
Mnx1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Moap1,-0.706,0.163,4.451,6.460,0.000,0.012,1.021,0.000
Mob1a,0.144,0.519,25.450,24.535,11.756,21.587,25.300,23.050
Mob1b,-0.018,0.944,4.838,6.742,2.023,4.609,4.248,4.207
Mob2,-0.086,0.678,30.856,22.370,37.199,20.889,27.567,33.457
Mob3a,0.241,0.328,8.152,4.186,7.624,10.053,8.470,6.793
Mob3b,-0.147,0.552,6.052,3.979,2.644,2.634,4.668,2.948
Mob3c,0.158,0.695,1.559,0.050,3.342,2.015,1.717,2.495
Mob4,0.302,0.327,23.353,23.683,8.123,26.503,20.933,24.027
Mobp,-0.470,0.121,23.108,55.001,32.077,18.293,21.885,15.766
Mocos,0.362,0.411,4.511,1.287,4.469,2.950,4.522,7.562
Mocs1,0.000,1.000,4.919,2.300,12.737,8.513,5.454,5.978
Mocs2,0.231,0.338,13.047,19.502,8.849,14.170,18.185,18.410
Mocs3,-0.224,0.303,8.580,4.808,8.880,4.218,5.526,6.760
Mog,-0.457,0.345,16.298,44.850,9.579,10.773,14.489,10.852
Mogat1,0.070,0.374,0.000,0.000,0.000,0.000,0.209,0.000
Mogat2,-0.076,0.669,0.554,0.000,0.000,0.059,0.223,0.000
Mogs,0.008,0.954,11.016,11.845,15.565,14.393,12.840,11.160
Mok,1.034,0.149,0.933,0.000,2.332,4.437,4.078,1.283
Mon1a,-0.349,0.312,14.019,6.700,20.824,5.953,10.362,9.633
Mon1b,0.131,0.409,8.269,5.364,7.029,8.955,7.706,6.898
Mon2,0.108,0.428,10.335,7.378,9.566,11.180,10.230,8.881
Morc1,0.093,0.121,0.000,0.000,0.000,0.000,0.122,0.155
Morc2a,0.463,0.110,5.282,5.014,4.632,8.225,9.594,5.143
Morc2b,0.123,0.663,1.365,0.000,0.388,0.955,0.675,0.712
